CustomerID,Age,Gender,Tenure_Months,Monthly_Bill_GBP,Data_Usage_GB,Call_Duration_Mins,Support_Calls,Contract_Type,Payment_Method
TEL-2370,71,Non-binary,6,27.11,1.59,91.0,0,One year,Credit card
TEL-2451,53,Female,41,21.47,1.81,31.0,1,One year,Bank transfer
TEL-1291,74,Male,71,79.52,485.83,72.0,2,One year,Electronic check
TEL-1239,38,Male,49,90.04,322.32,33.0,0,Month-to-month,Bank transfer
TEL-1960,72,Male,50,45.53,8.01,695.0,1,One year,Electronic check
TEL-1140,61,Female,9,101.73,475.23,66.0,1,Two year,Bank transfer
TEL-2716,49,Non-binary,54,27.53,2.51,104.0,1,Two year,Bank transfer
TEL-2245,47,Male,44,30.25,2.35,102.0,0,Two year,Electronic check
TEL-1698,70,Female,35,43.94,2.0,1158.0,0,Two year,Credit card
TEL-1342,51,Non-binary,37,83.06,477.8,61.0,0,One year,Electronic check
TEL-2862,22,Female,71,60.17,27.68,75.0,3,Two year,Mailed check
TEL-1158,36,Non-binary,8,69.18,441.98,83.0,1,Month-to-month,Credit card
TEL-1759,79,Non-binary,43,45.56,4.44,1063.0,0,One year,Credit card
TEL-2840,73,Male,29,70.17,14.44,570.0,6,Month-to-month,Credit card
TEL-2883,72,Non-binary,13,70.08,40.81,316.0,5,One year,Mailed check
TEL-2150,66,Male,12,18.72,3.31,78.0,0,One year,Credit card
TEL-1209,53,Female,29,65.45,413.8,39.0,1,Month-to-month,Mailed check
TEL-1824,73,Non-binary,64,46.13,7.1,867.0,0,Month-to-month,Mailed check
TEL-2439,37,Non-binary,48,26.63,3.02,117.0,0,Month-to-month,Credit card
TEL-1422,30,Male,40,47.07,7.81,722.0,1,Month-to-month,Bank transfer
TEL-2358,49,Female,63,14.72,1.99,98.0,0,Month-to-month,Mailed check
TEL-1705,72,Non-binary,34,38.83,4.37,856.0,2,Two year,Mailed check
TEL-1098,20,Female,22,87.01,441.51,75.0,0,Month-to-month,Mailed check
TEL-2066,34,Female,29,23.07,2.57,73.0,0,Two year,Mailed check
TEL-1120,59,Non-binary,2,93.89,443.57,19.0,1,One year,Credit card
TEL-1045,64,Female,48,77.65,390.48,55.0,0,One year,Bank transfer
TEL-2486,64,Female,34,20.7,0.71,91.0,1,Two year,Mailed check
TEL-2488,28,Male,6,25.19,1.09,78.0,0,Month-to-month,Electronic check
TEL-1073,82,Non-binary,25,83.13,379.65,39.0,2,One year,Electronic check
TEL-2751,82,Male,54,22.38,3.08,152.0,2,Two year,Bank transfer
TEL-1616,40,Male,30,35.99,4.5,698.0,4,Two year,Credit card
TEL-2369,49,Non-binary,8,19.63,2.15,105.0,0,One year,Electronic check
TEL-1508,66,Female,15,32.19,5.05,558.0,3,Month-to-month,Mailed check
TEL-1432,33,Female,55,41.25,4.45,806.0,4,Month-to-month,Credit card
TEL-1655,25,Non-binary,11,41.55,3.22,1310.0,2,Month-to-month,Electronic check
TEL-2296,46,Non-binary,32,23.64,3.63,101.0,0,One year,Credit card
TEL-1953,52,Non-binary,71,38.81,4.83,871.0,1,One year,Electronic check
TEL-1223,37,Female,61,94.26,472.95,27.0,1,Two year,Credit card
TEL-1352,33,Male,29,89.76,456.79,34.0,3,One year,Credit card
TEL-2934,45,Female,42,71.43,28.1,-20.0,9,One year,Mailed check
TEL-2788,69,Male,53,27.83,2.77,138.0,3,One year,Electronic check
TEL-2314,55,Female,67,20.53,0.77,101.0,0,Two year,Bank transfer
TEL-2032,57,Non-binary,38,29.33,1.37,154.0,0,Month-to-month,Mailed check
TEL-2282,46,Non-binary,42,25.3,3.04,99.0,1,One year,Electronic check
TEL-1750,82,Female,4,41.28,4.31,1010.0,2,Month-to-month,Bank transfer
TEL-1574,49,Female,1,53.08,4.28,679.0,0,Month-to-month,Electronic check
TEL-1675,74,Non-binary,42,48.48,1.98,912.0,2,Month-to-month,Mailed check
TEL-2524,70,Male,13,30.21,1.31,83.0,0,Two year,Bank transfer
TEL-2359,28,Male,57,26.34,1.23,44.0,1,One year,Mailed check
TEL-2525,60,Non-binary,36,22.76,1.89,168.0,1,Month-to-month,Bank transfer
TEL-2088,31,Non-binary,66,35.76,3.43,80.0,0,One year,Electronic check
TEL-1434,42,Non-binary,68,43.6,6.27,695.0,0,Month-to-month,Mailed check
TEL-2679,54,Male,20,18.16,4.83,31.0,1,Month-to-month,Credit card
TEL-1543,73,Female,64,60.24,5.44,653.0,1,Two year,Electronic check
TEL-2971,76,Non-binary,26,51.41,22.31,228.0,9,One year,Credit card
TEL-2620,51,Non-binary,42,29.58,1.98,93.0,1,One year,Credit card
TEL-1265,42,Female,5,76.58,422.02,74.0,1,Two year,Mailed check
TEL-1662,43,Female,58,40.11,4.33,1191.0,2,One year,Bank transfer
TEL-2876,49,Non-binary,28,68.61,12.92,324.0,2,Month-to-month,Credit card
TEL-2046,43,Male,46,29.34,3.16,120.0,0,Two year,Bank transfer
TEL-1197,29,Female,22,75.05,431.27,7.0,0,Month-to-month,Electronic check
TEL-1488,80,Non-binary,23,29.13,5.68,946.0,1,Month-to-month,Credit card
TEL-1050,19,Female,39,74.68,498.2,48.0,3,Two year,Bank transfer
TEL-2111,30,Male,43,22.27,1.2,59.0,0,One year,Mailed check
TEL-1620,21,Non-binary,62,41.0,3.65,881.0,3,Month-to-month,Bank transfer
TEL-2293,30,Female,58,34.94,2.26,139.0,2,One year,Mailed check
TEL-1164,72,Male,10,79.26,534.46,24.0,1,One year,Mailed check
TEL-1637,38,Male,10,49.22,3.09,791.0,2,Two year,Electronic check
TEL-2606,65,Non-binary,1,23.72,2.59,119.0,0,One year,Bank transfer
TEL-2896,26,Male,57,60.5,29.25,166.0,4,Month-to-month,Credit card
TEL-2601,65,Non-binary,51,19.69,1.68,110.0,0,One year,Credit card
TEL-2326,77,Female,60,28.14,2.92,114.0,1,Month-to-month,Mailed check
TEL-1723,62,Non-binary,63,37.14,3.04,783.0,4,One year,Bank transfer
TEL-2155,60,Non-binary,53,36.29,1.54,164.0,0,Month-to-month,Electronic check
TEL-1201,36,Male,5,66.47,459.67,62.0,1,One year,Credit card
TEL-1454,30,Female,22,31.23,5.32,692.0,4,Month-to-month,Electronic check
TEL-1374,49,Non-binary,8,91.14,447.74,88.0,0,Two year,Mailed check
TEL-2539,67,Non-binary,51,20.66,2.09,97.0,0,One year,Credit card
TEL-2233,55,Female,30,33.63,1.95,97.0,0,Month-to-month,Electronic check
TEL-1737,20,Non-binary,65,29.55,4.27,869.0,0,Month-to-month,Bank transfer
TEL-1725,22,Male,35,36.78,6.41,911.0,3,Month-to-month,Bank transfer
TEL-2923,41,Female,15,77.08,19.84,309.0,4,Two year,Mailed check
TEL-1405,53,Female,55,50.65,6.8,791.0,2,Two year,Credit card
TEL-2210,45,Female,24,25.66,2.7,107.0,1,Month-to-month,Credit card
TEL-1644,62,Non-binary,55,51.96,4.01,888.0,2,One year,Mailed check
TEL-1294,37,Female,15,97.91,574.87,62.0,0,One year,Credit card
TEL-2129,74,Non-binary,27,24.15,1.47,92.0,1,One year,Mailed check
TEL-1541,83,Non-binary,50,51.45,5.31,1195.0,5,Month-to-month,Credit card
TEL-1195,18,Female,37,72.26,423.35,50.0,0,Two year,Credit card
TEL-2600,22,Male,72,14.96,3.62,127.0,0,Two year,Mailed check
TEL-2621,69,Male,33,37.43,0.53,79.0,0,Two year,Mailed check
TEL-2123,49,Male,51,14.88,1.26,64.0,0,Month-to-month,Credit card
TEL-2226,58,Female,39,23.89,0.74,157.0,0,One year,Credit card
TEL-1775,52,Female,6,57.25,7.27,884.0,1,Month-to-month,Electronic check
TEL-1412,40,Female,18,63.0,5.42,934.0,2,Month-to-month,Bank transfer
TEL-2998,44,Non-binary,3,2.0,25.83,118.0,10,Two year,Bank transfer
TEL-2330,25,Male,41,29.94,0.48,112.0,0,Two year,Electronic check
TEL-2159,63,Female,4,24.57,2.59,85.0,0,One year,Mailed check
TEL-1125,45,Male,61,90.02,476.66,-0.0,1,One year,Electronic check
TEL-1674,56,Male,54,43.4,3.25,955.0,1,One year,Credit card
TEL-1738,50,Male,32,53.77,9.4,912.0,2,Two year,Bank transfer
TEL-2676,38,Female,6,23.13,2.24,118.0,0,Two year,Electronic check
TEL-2223,76,Male,4,14.98,2.69,128.0,1,Month-to-month,Bank transfer
TEL-1173,37,Non-binary,62,88.26,516.4,20.0,0,Month-to-month,Mailed check
TEL-2528,74,Female,37,28.36,3.23,60.0,1,Month-to-month,Electronic check
TEL-2713,22,Female,13,33.9,1.18,63.0,1,Month-to-month,Electronic check
TEL-2185,20,Female,64,19.73,2.16,188.0,1,One year,Electronic check
TEL-1166,34,Male,11,95.34,511.2,50.0,1,Two year,Mailed check
TEL-2808,20,Female,71,67.0,23.82,141.0,6,Month-to-month,Mailed check
TEL-1940,49,Male,46,39.2,5.18,765.0,3,Two year,Bank transfer
TEL-1253,63,Male,61,94.58,468.34,38.0,3,One year,Electronic check
TEL-1677,61,Female,22,48.65,2.64,888.0,2,Two year,Electronic check
TEL-1652,43,Female,60,52.84,5.49,777.0,1,Month-to-month,Electronic check
TEL-2504,54,Non-binary,26,30.03,3.0,140.0,2,Two year,Mailed check
TEL-1429,26,Male,48,54.5,1.57,476.0,1,One year,Bank transfer
TEL-1739,23,Female,36,28.9,0.88,783.0,0,Two year,Mailed check
TEL-2957,30,Non-binary,25,38.32,19.74,295.0,4,One year,Bank transfer
TEL-1179,37,Male,1,84.89,377.45,67.0,0,Two year,Credit card
TEL-1199,49,Male,21,103.01,352.13,37.0,1,Month-to-month,Credit card
TEL-1771,28,Male,43,43.09,3.74,920.0,0,Two year,Credit card
TEL-1305,75,Female,12,91.59,432.91,56.0,0,One year,Mailed check
TEL-2922,41,Female,27,59.11,20.25,361.0,5,Month-to-month,Mailed check
TEL-2318,52,Male,4,33.08,0.87,41.0,0,One year,Bank transfer
TEL-2615,68,Male,27,18.91,0.71,155.0,1,Two year,Electronic check
TEL-1163,49,Male,2,78.41,497.62,95.0,2,Month-to-month,Electronic check
TEL-2284,50,Male,57,27.7,2.23,143.0,0,One year,Credit card
TEL-2331,44,Female,22,27.24,0.05,82.0,0,Month-to-month,Electronic check
TEL-2852,69,Male,32,42.1,14.66,330.0,6,One year,Credit card
TEL-2966,34,Male,71,72.95,26.78,318.0,9,Month-to-month,Credit card
TEL-2230,59,Male,39,31.23,2.81,82.0,0,Month-to-month,Credit card
TEL-1267,75,Female,21,91.54,517.96,43.0,1,One year,Bank transfer
TEL-1899,80,Non-binary,52,42.75,2.47,1068.0,2,Month-to-month,Bank transfer
TEL-1071,32,Male,26,84.78,538.41,30.0,3,One year,Bank transfer
TEL-2048,57,Male,15,25.46,1.06,25.0,0,One year,Electronic check
TEL-2489,27,Female,21,20.48,1.67,134.0,0,Two year,Mailed check
TEL-2740,33,Female,47,32.67,0.84,24.0,0,One year,Electronic check
TEL-2065,78,Female,5,30.96,0.68,38.0,1,Month-to-month,Credit card
TEL-2733,53,Male,65,17.95,2.92,179.0,1,Two year,Bank transfer
TEL-2995,19,Female,20,500.0,18.4,443.0,5,One year,Credit card
TEL-2643,73,Non-binary,50,21.29,3.99,82.0,1,Month-to-month,Mailed check
TEL-2208,77,Female,35,27.73,0.69,71.0,0,One year,Electronic check
TEL-2152,76,Male,51,28.46,1.98,84.0,1,Month-to-month,Electronic check
TEL-2291,46,Female,49,15.74,1.23,110.0,0,One year,Mailed check
TEL-2693,59,Non-binary,29,25.83,3.88,83.0,0,One year,Mailed check
TEL-1202,65,Male,60,83.75,382.59,55.0,0,Month-to-month,Bank transfer
TEL-2864,19,Non-binary,21,59.25,-0.92,276.0,6,Two year,Mailed check
TEL-1634,59,Male,64,38.99,0.94,834.0,4,Two year,Electronic check
TEL-2135,22,Male,6,25.82,0.9,85.0,2,Two year,Credit card
TEL-2926,37,Non-binary,26,49.44,13.53,299.0,9,Month-to-month,Mailed check
TEL-2482,73,Non-binary,19,25.96,0.04,109.0,0,Two year,Electronic check
TEL-2465,61,Female,19,25.97,0.88,157.0,1,Two year,Electronic check
TEL-2965,32,Male,20,79.91,-3.37,401.0,4,One year,Mailed check
TEL-2271,27,Female,37,26.82,0.96,59.0,0,Two year,Bank transfer
TEL-2262,77,Male,2,23.86,1.24,76.0,0,One year,Credit card
TEL-2265,37,Non-binary,54,24.02,-0.5,59.0,1,Two year,Mailed check
TEL-1068,77,Female,3,93.28,487.78,64.0,0,One year,Credit card
TEL-2720,84,Non-binary,42,23.47,3.28,60.0,2,Two year,Mailed check
TEL-1295,82,Female,22,110.88,452.3,20.0,1,Month-to-month,Credit card
TEL-2410,30,Male,16,21.86,3.53,-2.0,0,Two year,Credit card
TEL-1335,79,Female,59,97.34,398.19,25.0,0,Month-to-month,Credit card
TEL-1155,19,Male,11,93.44,412.54,34.0,0,Two year,Credit card
TEL-1104,32,Female,45,75.06,547.99,2.0,1,Month-to-month,Bank transfer
TEL-2963,28,Non-binary,6,40.42,28.27,305.0,10,Two year,Electronic check
TEL-2200,22,Female,17,18.64,1.33,58.0,0,One year,Bank transfer
TEL-2695,58,Non-binary,18,22.05,2.5,165.0,0,One year,Credit card
TEL-1828,22,Male,54,60.84,5.59,769.0,1,Month-to-month,Electronic check
TEL-1845,63,Male,7,44.88,9.62,987.0,2,Two year,Bank transfer
TEL-2785,23,Non-binary,51,34.72,1.82,28.0,2,Two year,Mailed check
TEL-1965,40,Female,27,45.72,3.61,699.0,2,Month-to-month,Mailed check
TEL-1034,56,Male,19,100.98,423.67,72.0,1,Two year,Credit card
TEL-2584,50,Male,29,28.82,1.27,76.0,0,Two year,Bank transfer
TEL-2555,63,Female,62,26.45,1.76,86.0,0,Month-to-month,Credit card
TEL-1700,38,Non-binary,6,29.57,3.46,1050.0,2,Two year,Bank transfer
TEL-2623,46,Male,63,27.98,0.32,136.0,1,Two year,Bank transfer
TEL-2954,53,Non-binary,62,78.36,7.89,298.0,12,One year,Bank transfer
TEL-1242,81,Male,58,79.86,469.52,47.0,2,Two year,Credit card
TEL-2077,76,Female,54,22.75,1.04,105.0,0,Two year,Mailed check
TEL-1766,57,Female,30,48.29,3.94,592.0,4,Two year,Credit card
TEL-1398,43,Non-binary,24,89.32,465.4,57.0,2,Two year,Electronic check
TEL-1550,28,Male,66,41.03,9.05,858.0,2,Two year,Electronic check
TEL-2320,42,Non-binary,67,29.16,2.06,73.0,2,One year,Mailed check
TEL-2666,36,Female,22,22.36,0.86,126.0,1,One year,Bank transfer
TEL-1087,29,Female,3,71.59,412.6,14.0,2,Month-to-month,Mailed check
TEL-1796,68,Female,70,41.88,7.15,588.0,3,Month-to-month,Mailed check
TEL-1988,76,Male,34,34.77,5.92,729.0,0,Month-to-month,Bank transfer
TEL-1958,71,Female,26,42.09,3.97,964.0,0,Month-to-month,Mailed check
TEL-1666,24,Male,52,39.42,5.03,861.0,3,Month-to-month,Bank transfer
TEL-1844,64,Female,72,34.72,6.29,1065.0,5,Month-to-month,Mailed check
TEL-2700,59,Male,4,21.31,0.77,81.0,0,One year,Credit card
TEL-2972,39,Female,45,54.85,23.78,306.0,1,Month-to-month,Electronic check
TEL-1091,40,Female,30,101.08,462.47,36.0,2,One year,Credit card
TEL-1745,61,Male,68,54.98,6.42,761.0,7,Month-to-month,Electronic check
TEL-2251,83,Female,42,17.51,0.69,130.0,0,Month-to-month,Bank transfer
TEL-2800,42,Male,7,44.99,10.32,294.0,6,Month-to-month,Mailed check
TEL-2211,57,Male,36,29.85,2.13,214.0,1,One year,Credit card
TEL-1396,52,Non-binary,10,74.04,484.88,42.0,2,Two year,Credit card
TEL-2050,18,Male,17,26.38,1.31,17.0,1,One year,Credit card
TEL-1456,59,Male,72,44.35,5.4,819.0,1,Two year,Electronic check
TEL-1402,46,Female,17,32.81,7.41,727.0,3,One year,Bank transfer
TEL-1556,50,Non-binary,56,57.71,0.9,697.0,2,Month-to-month,Electronic check
TEL-2366,58,Male,46,33.79,1.63,102.0,1,One year,Credit card
TEL-2984,38,Male,33,63.86,-0.21,244.0,5,Two year,Bank transfer
TEL-1458,67,Male,62,42.6,6.61,720.0,0,One year,Electronic check
TEL-2990,40,Non-binary,40,81.18,2000.0,330.0,6,Two year,Electronic check
TEL-1022,32,Female,11,93.08,355.36,60.0,1,Two year,Mailed check
TEL-1323,72,Male,22,87.79,480.64,36.0,1,Month-to-month,Mailed check
TEL-2484,62,Non-binary,55,25.64,1.68,52.0,0,Two year,Bank transfer
TEL-2914,62,Non-binary,17,50.86,15.2,241.0,4,Two year,Bank transfer
TEL-2953,38,Non-binary,54,54.12,27.23,315.0,6,Month-to-month,Credit card
TEL-2826,23,Female,26,67.6,20.33,338.0,9,Month-to-month,Mailed check
TEL-2581,38,Female,24,24.61,2.05,124.0,1,Two year,Electronic check
TEL-2387,78,Female,14,36.4,2.4,79.0,0,One year,Bank transfer
TEL-1856,46,Male,69,40.67,3.38,851.0,2,One year,Bank transfer
TEL-2994,30,Male,2,66.18,500.0,257.0,7,One year,Credit card
TEL-2656,26,Male,31,21.95,1.81,72.0,1,Two year,Electronic check
TEL-2442,37,Non-binary,57,30.27,1.55,181.0,0,Two year,Credit card
TEL-2703,53,Female,59,16.64,2.99,71.0,0,One year,Electronic check
TEL-2597,43,Male,54,26.43,1.43,174.0,0,One year,Mailed check
TEL-2903,27,Male,40,57.39,26.58,358.0,4,Month-to-month,Credit card
TEL-2760,53,Female,30,27.29,0.92,105.0,0,One year,Bank transfer
TEL-2422,35,Male,23,23.95,1.9,56.0,0,Two year,Mailed check
TEL-1576,56,Male,48,36.85,4.72,931.0,0,Month-to-month,Mailed check
TEL-2168,71,Male,26,22.1,1.65,124.0,0,Month-to-month,Bank transfer
TEL-1095,52,Non-binary,48,82.8,469.09,54.0,3,Month-to-month,Electronic check
TEL-2469,55,Female,62,28.74,2.38,87.0,0,Month-to-month,Bank transfer
TEL-1818,22,Female,48,43.13,1.05,1118.0,2,One year,Credit card
TEL-1341,18,Male,51,82.79,436.91,33.0,3,Month-to-month,Credit card
TEL-1081,52,Non-binary,29,85.19,436.12,40.0,0,One year,Bank transfer
TEL-1773,77,Non-binary,23,45.04,2.2,626.0,1,One year,Credit card
TEL-2511,37,Non-binary,20,21.72,3.07,0.0,0,One year,Credit card
TEL-1077,80,Female,65,82.29,394.59,30.0,1,Two year,Electronic check
TEL-1127,61,Non-binary,25,85.78,380.9,71.0,0,Two year,Mailed check
TEL-2269,39,Male,43,20.65,1.77,80.0,0,One year,Electronic check
TEL-2202,76,Non-binary,43,24.73,3.11,105.0,3,One year,Electronic check
TEL-1116,49,Male,62,71.08,431.06,22.0,1,Month-to-month,Bank transfer
TEL-2563,79,Female,49,17.09,0.72,139.0,0,Two year,Credit card
TEL-1362,40,Male,32,81.53,418.59,51.0,2,Two year,Credit card
TEL-1833,44,Female,6,58.6,4.27,525.0,3,One year,Credit card
TEL-2642,59,Non-binary,15,22.38,3.33,48.0,1,One year,Electronic check
TEL-1985,61,Male,57,50.44,4.96,1071.0,4,Month-to-month,Bank transfer
TEL-1532,34,Male,62,48.14,6.85,770.0,1,Two year,Mailed check
TEL-1003,38,Non-binary,37,62.8,422.14,64.0,2,One year,Electronic check
TEL-1687,57,Male,45,50.39,3.15,705.0,0,Two year,Credit card
TEL-1757,52,Non-binary,24,45.73,8.6,726.0,2,Two year,Electronic check
TEL-1014,38,Non-binary,33,64.01,415.03,17.0,0,Two year,Mailed check
TEL-2730,39,Non-binary,7,31.57,1.77,88.0,0,One year,Mailed check
TEL-2437,78,Female,7,17.78,2.16,68.0,1,One year,Bank transfer
TEL-2816,62,Male,32,75.23,34.77,332.0,8,One year,Bank transfer
TEL-1369,18,Male,40,101.75,468.34,46.0,1,One year,Electronic check
TEL-2823,35,Female,45,58.53,15.2,507.0,3,One year,Bank transfer
TEL-1594,81,Male,64,38.97,4.92,648.0,0,One year,Bank transfer
TEL-1776,54,Female,56,26.65,4.94,816.0,2,Two year,Bank transfer
TEL-1612,23,Male,48,50.23,5.84,1060.0,1,Month-to-month,Credit card
TEL-2932,32,Male,3,61.0,25.29,337.0,8,Month-to-month,Mailed check
TEL-1684,35,Non-binary,13,47.63,6.14,553.0,2,Month-to-month,Bank transfer
TEL-1536,63,Male,32,50.87,5.48,842.0,0,Two year,Bank transfer
TEL-2342,63,Male,41,24.22,3.14,68.0,0,Month-to-month,Electronic check
TEL-1863,38,Male,14,39.44,8.15,1007.0,1,Month-to-month,Mailed check
TEL-2361,50,Non-binary,56,25.26,1.72,83.0,3,Month-to-month,Electronic check
TEL-1008,19,Male,45,90.65,492.11,47.0,0,One year,Mailed check
TEL-1290,24,Non-binary,64,95.92,484.7,33.0,3,One year,Credit card
TEL-2908,51,Female,29,66.38,29.67,261.0,9,One year,Credit card
TEL-2472,77,Male,45,21.42,2.22,50.0,0,One year,Credit card
TEL-2768,40,Male,18,35.05,2.82,118.0,1,Two year,Mailed check
TEL-2973,47,Non-binary,63,43.7,18.03,119.0,7,Two year,Bank transfer
TEL-1115,30,Non-binary,55,77.94,501.08,64.0,0,One year,Bank transfer
TEL-2496,25,Male,18,15.31,2.79,108.0,1,One year,Bank transfer
TEL-2458,35,Non-binary,6,27.94,1.07,41.0,0,Two year,Credit card
TEL-1789,40,Female,17,36.76,5.7,868.0,3,One year,Bank transfer
TEL-1552,80,Male,28,36.73,2.5,676.0,2,One year,Mailed check
TEL-2771,23,Non-binary,14,28.85,2.42,182.0,1,Month-to-month,Credit card
TEL-2467,19,Male,64,22.44,1.67,128.0,0,One year,Credit card
TEL-2163,69,Non-binary,54,23.84,2.81,30.0,0,Month-to-month,Credit card
TEL-1322,64,Non-binary,43,91.96,444.75,55.0,1,Month-to-month,Electronic check
TEL-1704,41,Female,23,54.41,8.6,917.0,2,Two year,Electronic check
TEL-1623,42,Non-binary,52,40.37,1.61,682.0,1,Two year,Mailed check
TEL-1339,18,Non-binary,53,82.4,428.71,29.0,1,Two year,Electronic check
TEL-1735,54,Non-binary,71,53.7,3.99,921.0,1,Two year,Electronic check
TEL-2276,81,Female,68,31.69,1.65,162.0,2,Month-to-month,Bank transfer
TEL-1939,72,Non-binary,16,44.25,3.29,896.0,0,One year,Bank transfer
TEL-1252,47,Male,66,91.0,409.46,11.0,0,Two year,Credit card
TEL-1363,27,Non-binary,52,92.71,454.95,69.0,2,Month-to-month,Mailed check
TEL-2827,49,Male,7,57.91,4.52,280.0,7,One year,Bank transfer
TEL-1009,47,Male,17,101.36,451.16,62.0,2,One year,Credit card
TEL-1055,80,Non-binary,69,97.54,419.14,48.0,0,One year,Credit card
TEL-1366,27,Male,37,67.98,451.02,50.0,1,One year,Credit card
TEL-2641,78,Male,27,24.02,-0.17,124.0,0,Month-to-month,Bank transfer
TEL-2499,74,Female,4,24.13,3.12,64.0,0,Month-to-month,Mailed check
TEL-2406,77,Male,40,25.09,2.08,36.0,1,One year,Electronic check
TEL-2435,48,Non-binary,51,29.62,1.95,120.0,0,Month-to-month,Electronic check
TEL-2080,64,Female,16,23.53,0.93,137.0,0,One year,Electronic check
TEL-2820,30,Female,70,68.6,8.74,418.0,5,One year,Credit card
TEL-1474,71,Female,4,58.55,7.09,841.0,4,One year,Mailed check
TEL-1499,78,Non-binary,2,40.56,6.79,774.0,2,One year,Electronic check
TEL-2030,38,Non-binary,20,24.82,1.48,97.0,0,One year,Credit card
TEL-2799,83,Female,23,26.0,-0.29,133.0,1,Month-to-month,Mailed check
TEL-1348,80,Male,49,86.98,427.6,81.0,0,Two year,Bank transfer
TEL-1513,71,Female,33,45.13,2.85,792.0,2,Two year,Mailed check
TEL-2541,18,Male,31,18.68,2.44,107.0,0,Month-to-month,Mailed check
TEL-1006,39,Non-binary,46,87.87,404.56,59.0,2,One year,Electronic check
TEL-2120,30,Female,20,22.34,1.74,57.0,1,One year,Mailed check
TEL-1618,33,Male,21,48.29,4.65,845.0,4,Two year,Bank transfer
TEL-1306,80,Male,40,95.27,399.65,74.0,0,Two year,Mailed check
TEL-1314,32,Non-binary,37,100.74,453.42,65.0,0,Two year,Bank transfer
TEL-1682,27,Female,17,53.95,5.44,816.0,2,Two year,Bank transfer
TEL-1761,67,Non-binary,45,45.46,8.77,737.0,1,One year,Mailed check
TEL-2177,66,Male,67,30.76,1.57,66.0,1,One year,Credit card
TEL-2231,80,Female,4,18.63,1.85,148.0,1,Two year,Electronic check
TEL-1310,75,Female,28,72.83,512.76,44.0,1,One year,Bank transfer
TEL-1935,20,Non-binary,66,45.59,2.64,926.0,1,Two year,Bank transfer
TEL-2631,19,Male,62,33.97,0.94,82.0,0,One year,Bank transfer
TEL-2680,32,Non-binary,64,27.44,1.65,116.0,0,Month-to-month,Credit card
TEL-2143,79,Non-binary,7,21.0,1.79,96.0,0,Month-to-month,Credit card
TEL-2781,62,Female,52,22.74,0.42,139.0,0,Two year,Credit card
TEL-2763,19,Female,41,20.19,1.6,70.0,0,One year,Electronic check
TEL-2557,18,Female,68,25.64,3.02,102.0,0,One year,Credit card
TEL-2744,29,Male,51,24.84,1.97,23.0,0,Two year,Bank transfer
TEL-1074,26,Male,54,92.29,427.91,55.0,3,Month-to-month,Bank transfer
TEL-1020,59,Male,34,92.11,461.98,112.0,0,Two year,Bank transfer
TEL-2474,19,Non-binary,16,27.05,1.78,160.0,2,One year,Mailed check
TEL-2277,64,Male,68,28.83,3.21,33.0,0,Two year,Bank transfer
TEL-1177,84,Male,67,79.71,481.93,66.0,0,Two year,Credit card
TEL-2386,66,Female,26,30.32,2.28,121.0,1,Two year,Credit card
TEL-1817,27,Male,25,41.59,7.99,1181.0,4,One year,Mailed check
TEL-1035,35,Female,67,92.34,423.82,79.0,2,Two year,Bank transfer
TEL-2828,60,Female,44,64.41,26.05,318.0,4,One year,Bank transfer
TEL-2509,23,Non-binary,69,15.66,2.32,118.0,0,Month-to-month,Mailed check
TEL-2978,38,Female,2,46.0,20.59,345.0,4,Month-to-month,Bank transfer
TEL-1054,71,Male,13,72.64,415.7,45.0,1,Two year,Credit card
TEL-1030,20,Female,9,95.48,373.42,4.0,1,Two year,Bank transfer
TEL-2146,65,Male,68,16.53,1.76,59.0,1,Two year,Mailed check
TEL-2373,57,Female,45,19.94,1.63,90.0,1,One year,Mailed check
TEL-1462,46,Female,10,45.1,6.13,892.0,0,One year,Credit card
TEL-1902,45,Male,19,42.93,3.95,697.0,2,One year,Credit card
TEL-1046,52,Female,49,83.14,496.3,28.0,1,Month-to-month,Electronic check
TEL-2449,83,Male,17,24.37,2.58,176.0,1,Two year,Electronic check
TEL-2392,49,Non-binary,43,26.31,1.71,128.0,0,One year,Bank transfer
TEL-2147,82,Male,25,21.5,2.94,93.0,1,One year,Credit card
TEL-1914,49,Female,22,53.72,3.5,972.0,0,One year,Bank transfer
TEL-1298,31,Non-binary,14,80.9,384.05,84.0,0,Month-to-month,Bank transfer
TEL-2138,20,Male,65,28.04,3.07,169.0,0,Month-to-month,Credit card
TEL-1440,56,Non-binary,14,59.13,6.03,449.0,4,Two year,Bank transfer
TEL-2569,65,Non-binary,72,18.56,1.48,179.0,1,One year,Mailed check
TEL-1315,71,Female,49,89.57,362.68,52.0,0,One year,Electronic check
TEL-1641,63,Non-binary,64,56.35,6.67,808.0,2,Month-to-month,Mailed check
TEL-2016,62,Non-binary,14,25.54,1.61,97.0,0,Month-to-month,Mailed check
TEL-2821,48,Male,18,63.94,26.48,309.0,10,One year,Bank transfer
TEL-2005,34,Non-binary,31,20.75,3.45,159.0,2,One year,Credit card
TEL-1847,30,Non-binary,46,53.63,3.25,872.0,0,Month-to-month,Credit card
TEL-1617,72,Female,3,33.1,2.33,911.0,1,Two year,Bank transfer
TEL-2593,43,Non-binary,61,26.69,2.71,148.0,0,One year,Credit card
TEL-2884,43,Male,15,50.69,19.89,290.0,9,Month-to-month,Electronic check
